897,1248,709,1845,277,1479,2119,1362,633,151,3091,118,2125,960,417,3338,2497,727,2447,2565,2309,1740,2277,1795,3237,861,658,606,3351,1839,2707,2800,976,1498,901,2689,533,3254,3104,2092,2122,3320,2588,1391,2404,1039,1194,1762,1739,2239
2100,1003,1706,2921,2460,1977,202,464,3172,1892,1625,1771,1665,2779,1439,1757,761,1507,1649,265,2389,1517,2706,822,710,3070,423,3028,2476,2484,1569,24,2664,600,3066,1637,2767,702,2847,2793,411,3273,1676,2639,1261,1028,728,1860,1022,20
238,3093,1655,2910,2058,998,2562,3061,841,3203,2146,615,3241,2611,1538,354,1805,3001,2162,1310,978,2231,2288,1107,2548,1558,2241,1338,906,2062,3196,1881,2538,2769,1699,3355,2825,426,2575,1697,811,688,1922,59,3226,2408,2300,237,235,1781
1656,2564,2601,2000,946,2728,2620,877,1371,1703,219,49,1484,1743,46,682,3232,804,3090,2399,404,1916,692,388,2938,176,3345,1670,2636,505,1520,797,1381,2174,2088,1956,1993,2646,575,2190,1904,2915,1214,2103,964,2927,1048,1533,1942,369
592,869,993,409,3110,337,3187,1907,1186,1212,290,2651,2183,463,2291,3261,2185,2804,121,2059,1415,724,42,384,171,2956,1501,1135,1546,154,2708,1727,1165,2091,56,656,1721,2567,267,1143,2026,1411,169,1264,758,3037,995,2250,377,2673
3026,3318,2110,468,364,752,3136,2031,1953,278,1879,832,1160,2195,1291,861,859,3057,966,1564,2973,3024,3201,2632,1391,1929,2492,2474,2015,1607,2497,934,584,3009,1585,2447,1535,1768,2814,2838,3086,308,255,3229,418,513,633,23,3151,236
790,2019,1037,931,95,2076,2812,517,885,2493,521,1931,763,845,2794,2377,89,3012,1269,899,2975,2597,1955,1207,604,3309,2044,1224,3185,2307,2694,2979,2605,2153,2308,1983,2740,1230,1326,2997,481,1663,2028,1105,1473,380,930,947,22,2821
72,1219,922,979,33,3134,2848,827,1782,530,2874,156,137,3281,200,3334,2789,2781,2476,2305,2424,1096,2069,3296,2258,1364,81,1960,2452,2957,403,611,2831,1002,2346,1185,1973,3308,1755,3005,828,653,3132,1445,2665,1131,423,360,138,1911
130,2113,843,1833,1188,2363,725,2564,1484,1286,1628,482,2911,2295,2200,1154,2052,2304,1099,232,170,3130,2616,877,504,989,2337,2843,1294,2174,2168,2923,1429,1947,2556,1942,1184,1124,3099,1670,2873,804,218,374,1894,2313,2251,233,1657,2276
3229,1215,1926,1419,859,524,1571,2814,2760,2369,417,163,607,2158,3151,522,633,2530,1850,2249,1719,1950,2923,2254,2953,1245,86,3102,233,1053,1863,1657,871,2513,3206,2313,3024,3098,1405,101,1604,2732,2110,2396,1309,1160,752,783,2119,1450
2442,1489,3238,2437,2712,1181,751,918,2571,2718,622,472,2030,2354,957,2765,258,3181,2967,3221,2024,3321,959,1251,880,950,573,1809,1253,2676,837,941,2178,955,1938,62,923,1851,2286,3252,2063,2234,1200,2511,2724,2629,3343,1820,631,2754
2339,402,174,2005,2903,3295,825,1446,3135,3031,1991,1969,1777,1610,948,765,2438,1010,262,2457,1200,950,459,3259,879,787,529,1920,1802,3189,1659,2423,207,1502,2139,1374,3071,577,2161,408,2435,1568,1846,472,3336,2633,454,1900,576,3199
496,2644,1398,1620,181,360,2593,2721,1002,81,356,113,775,3008,434,1755,239,1481,1337,767,3005,3006,3188,3134,1205,902,1185,827,1648,325,2809,138,893,2957,200,3214,1096,2891,2788,2667,484,852,376,593,1973,1131,1960,3334,3023,1716
3168,2849,2811,1537,3190,3056,2322,2168,910,984,929,821,177,2773,1307,1278,2581,504,2859,142,1234,3101,435,494,159,3310,2482,205,2118,2040,430,37,989,1894,660,2637,1454,3099,1146,116,1628,2273,725,143,1010,232,3155,2541,2749,1598
729,1530,1033,2471,357,1968,489,2187,831,2087,650,1902,2124,1646,2310,2298,1156,1078,331,2459,2325,2606,327,1350,1695,646,2166,1148,375,933,1992,2368,1369,474,2733,2823,719,1396,951,1889,1878,3265,441,2083,3250,1006,3054,3068,453,487
1963,1690,3353,1265,1720,1392,801,970,1723,3038,3335,413,1681,550,2282,1051,1289,1988,1406,1482,3166,529,2725,2351,853,1544,2638,3021,1623,809,309,3135,1721,3191,2468,2858,1134,546,1618,2026,2003,1680,195,3231,2562,1867,944,1946,479,849
3358,1011,3177,1128,3227,1262,509,2805,161,2014,1246,3096,2699,1935,1115,2657,953,300,184,655,2386,2705,3107,2413,1668,1495,3094,2302,2004,320,2439,2135,1796,1829,3103,3129,886,406,2830,2502,3117,2599,2867,3113,2524,2634,3128,424,2711,147
2167,2035,1844,2533,1613,1394,1047,1258,2912,1019,2421,20,196,2767,1422,1676,1826,822,1261,2701,2839,1892,1346,594,411,347,2552,1028,613,2741,653,3019,3118,1641,2210,1936,2894,1977,1785,3184,2875,728,65,2099,1460,462,24,231,2483,2114
849,2068,2425,809,1143,3182,3049,2568,1776,2468,2731,2832,2638,1721,1586,1623,1265,2282,944,2091,3231,538,1867,895,1151,3166,2003,2327,2858,195,3353,1690,549,2673,1406,3210,3191,2169,1801,1874,1051,2481,1501,782,479,444,1392,42,3274,3038
1892,1613,1028,1936,3019,1676,2114,1844,2767,1041,2167,2035,3064,265,728,1649,1422,1637,2100,1003,2,3070,1517,1569,3066,1019,1977,1706,2484,65,2421,2229,24,180,534,2706,1258,2839,2912,347,701,2533,464,2793,822,18,589,681,411,2660
2108,2066,2968,548,2357,26,1793,582,1361,2523,2500,2963,1908,2691,992,1589,1811,1063,3277,890,1531,2547,1290,2421,2709,1437,917,1982,1858,613,2900,2376,1019,1910,2086,2610,3157,1514,189,1321,425,867,336,2908,2224,945,34,1868,1883,541
2307,3012,2359,817,2374,2975,693,420,1955,95,2377,1663,931,1814,3075,3087,1694,2740,1695,2153,620,1644,790,1797,481,1979,93,2655,3309,148,517,3171,1221,1472,1014,2514,2694,2060,1326,738,2991,453,1106,1932,2997,590,1853,1012,1934,299
832,2674,900,3026,2195,966,861,152,2497,2316,302,2686,2015,301,1272,598,3009,2092,583,1291,3057,2649,3223,2973,1879,689,1255,1242,674,1147,3351,2419,934,1069,2884,2038,3086,61,277,3145,3077,752,185,255,2043,3257,3201,1607,1391,364
265,3070,1637,1569,728,1517,2114,2706,1676,1649,2793,681,2533,411,2847,822,3064,2100,1977,1892,1340,1844,1706,180,2484,1028,3066,2,534,464,2921,202,1261,2460,1346,2660,3172,1625,761,423,2167,20,1003,1771,808,1300,2839,1439,3273,2767
2951,1634,1881,3125,2836,1243,1042,2120,500,3051,2162,2204,2645,1944,293,1897,2181,365,1714,426,3364,800,978,924,1206,1487,1113,2538,3244,614,3269,3241,2172,1497,77,1431,615,2260,841,2611,3044,1216,1794,1655,2058,1545,2507,1834,2910,2681
2357,2963,2523,548,2547,2709,3157,336,2108,1763,1858,1868,21,1555,1557,3020,1100,1463,1982,1602,1399,51,390,2421,2968,2066,1910,2563,1090,1437,2908,867,2900,1372,977,917,2500,2777,2294,1734,2965,1167,1314,1380,2160,3167,541,2188,3346,3127
2362,2286,2354,3234,2986,985,3333,2918,863,1758,2217,1938,3221,1927,2571,1682,2550,1659,3067,2633,1660,959,3336,3152,3194,3199,248,631,1035,1169,193,62,3105,1784,3082,588,1489,3259,469,920,3343,246,454,1819,2718,1609,1181,2751,2406,506
2433,2518,2237,915,2960,2582,1652,3235,759,1504,3312,2145,1473,1971,1865,1007,2002,2477,2752,2998,1328,1677,1590,2553,1581,2292,2933,643,621,2822,1102,2893,1754,1203,3137,2333,1072,973,2774,2148,266,1070,2926,2939,3360,2218,1773,2608,2652,657
